recordid,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
221,FL,101,408,false,false,0,131,148,22.27,237.7,126,20.2,281.3,111,12.66,12.6,4,3.4,3,false,8530859
222,WI,72,415,false,false,0,129.8,106,22.07,188.7,138,16.04,212.5,116,9.56,8.3,4,2.24,4,true,2104909
223,SD,108,510,true,false,0,275.9,84,46.9,203,91,17.26,211.4,108,9.51,6.7,4,1.81,2,true,2238632
224,NH,80,510,false,false,0,213.3,124,36.26,189.6,86,16.12,193.7,107,8.72,12.1,2,3.27,1,false,27497783
225,NJ,117,415,false,false,0,128.6,92,21.86,191.7,61,16.29,121.7,117,5.48,12.4,9,3.35,2,false,24637019
226,ND,51,510,false,false,0,95.3,103,16.2,189.3,116,16.09,238.7,110,10.74,13.6,4,3.67,1,false,15413123
227,MN,126,415,false,false,0,152.4,94,25.91,166.2,91,14.13,199.2,84,8.96,10.2,1,2.75,1,false,56732316
228,VT,149,415,false,false,0,194.9,108,33.13,187.1,102,15.9,174.9,168,7.87,8.2,4,2.21,4,false,65380214
229,MA,158,415,false,false,0,214.7,112,36.5,262.9,115,22.35,228.9,68,10.3,11.6,2,3.13,1,false,54859392
230,WV,66,415,false,false,0,180.4,99,30.67,135.1,114,11.48,206,98,9.27,9.5,6,2.57,1,false,69014462
231,MI,82,415,false,false,0,164.1,84,27.9,317.7,109,27,241.5,87,10.87,13.3,4,3.59,1,false,52102787
232,RI,127,510,false,false,0,211.1,62,35.89,235.2,143,19.99,227.5,66,10.24,15.6,3,4.21,2,false,31504384
233,NY,108,415,false,true,19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0,false,22977276
234,SD,106,408,false,true,27,223.3,97,37.96,212.5,131,18.06,154.6,149,6.96,11.6,2,3.13,1,false,24421174
235,WA,62,415,false,false,0,166.9,76,28.37,223.6,113,19.01,188.9,87,8.5,14.2,5,3.83,1,false,38339024
236,KS,48,408,false,true,26,192.9,60,32.79,179.2,87,15.23,185.5,137,8.35,18.7,7,5.05,0,false,59258889
237,NV,58,415,false,true,28,236.8,89,40.26,158.4,91,13.46,212.3,97,9.55,8,3,2.16,2,false,50061785
238,DC,138,415,false,false,0,149.7,99,25.45,160,97,13.6,256.5,161,11.54,9.5,5,2.57,1,false,29519840
239,AR,81,415,false,true,17,268.1,94,45.58,156.1,124,13.27,160.4,90,7.22,13.6,5,3.67,2,false,13545777
240,CO,36,415,true,false,0,245,119,41.65,195.5,91,16.62,165.7,87,7.46,7.8,7,2.11,1,false,32323388
241,CA,90,510,false,true,22,187.9,121,31.94,209.9,101,17.84,256.7,102,11.55,10.4,5,2.81,2,false,11283090
242,OK,177,415,false,true,21,234,108,39.78,238,61,20.23,201.9,125,9.09,8.8,4,2.38,0,false,25680000
243,DC,108,510,true,true,36,153.8,105,26.15,246.2,62,20.93,150.9,125,6.79,11.1,4,3,1,false,51728574
244,VA,25,415,true,false,0,211.7,51,35.99,225.2,74,19.14,197.4,95,8.88,12,3,3.24,0,false,2781706
245,FL,133,408,false,true,49,229.4,78,39,219.5,106,18.66,172.3,115,7.75,12,4,3.24,3,false,32422149
246,GA,90,415,false,false,0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1,false,24449266
247,CT,94,415,false,false,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0,false,67301119
248,IL,68,415,false,false,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2,false,28632164
249,WA,171,415,false,false,0,232.4,101,39.51,182,80,15.47,271.8,133,12.23,9.5,3,2.57,0,false,24819690
250,MN,122,415,false,false,0,126,89,21.42,147,95,12.5,280.2,97,12.61,5.6,4,1.51,0,false,53523734
251,NV,94,510,false,false,0,175.9,121,29.9,222.1,94,18.88,191.8,123,8.63,10.9,5,2.94,1,false,50517853
252,UT,25,415,true,false,0,161.7,99,27.49,216.1,89,18.37,176.7,115,7.95,12.4,6,3.35,1,false,34089730
253,MS,120,415,false,false,0,112.6,80,19.14,124.4,86,10.57,234.9,88,10.57,8.1,3,2.19,6,true,4438248
254,OH,107,415,false,true,26,234,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1,false,65331878
255,WV,78,408,false,false,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1,true,22394423
256,UT,93,415,false,false,0,174.1,127,29.6,176.8,73,15.03,240,111,10.8,10.7,3,2.89,0,false,32016594
257,CT,80,415,false,false,0,195.6,111,33.25,221.5,122,18.83,182,89,8.19,10.8,1,2.92,1,false,24088940
258,NH,127,415,false,false,0,200.8,104,34.14,181.4,73,15.42,89.7,49,4.04,9.7,5,2.62,0,false,38347431
259,DE,82,415,true,true,41,116.9,74,19.87,228.2,115,19.4,251.4,89,11.31,9.9,8,2.67,1,false,54004676
260,DE,44,415,false,false,0,225.6,118,38.35,135.4,122,11.51,190.1,96,8.55,12.1,5,3.27,1,false,6183685
261,CO,69,408,false,true,38,272.9,122,46.39,188.4,97,16.01,132.4,87,5.96,10.5,3,2.84,2,false,29506490
262,FL,89,510,false,false,0,215.9,106,36.7,211.1,89,17.94,252.9,106,11.38,8.8,4,2.38,0,false,59108654
263,ID,69,510,true,false,0,199.7,121,33.95,189.4,92,16.1,264,120,11.88,11.1,4,3,6,true,36139079
264,DE,64,415,false,true,31,281.9,121,47.92,240.6,104,20.45,212.2,120,9.55,7,5,1.89,3,false,36116143
265,PA,167,415,true,false,0,181.2,122,30.8,262.5,77,22.31,214,88,9.63,8.4,4,2.27,0,false,13837737
266,NJ,139,415,false,false,0,63.3,116,10.76,177.3,113,15.07,171.6,82,7.72,14.2,4,3.83,1,false,31776834
267,DC,41,510,false,false,0,208,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1,false,8916066
268,MO,104,510,false,false,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3,false,27923085
269,WA,166,510,false,false,0,156.8,100,26.66,171.5,93,14.58,149.1,97,6.71,11.2,10,3.02,1,true,25695875
270,AK,68,415,false,false,0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1,false,57905580
271,OK,78,510,false,false,0,140,84,23.8,216.8,73,18.43,224.5,102,10.1,9,6,2.43,2,false,304549462
272,RI,60,415,false,false,0,221,94,37.57,308.2,72,26.2,233.2,94,10.49,10.1,5,2.73,1,true,67532606
273,OH,184,415,false,false,0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1,false,28028462
274,MS,171,510,true,false,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3,false,65380198
275,AZ,68,408,false,false,0,172.5,115,29.33,221.9,126,18.86,170.9,98,7.69,6.8,8,1.84,4,false,27704964
276,VA,88,415,false,false,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2,true,52894201
277,AL,130,408,false,false,0,289.1,79,49.15,150.1,106,12.76,163.4,98,7.35,13.5,4,3.65,1,false,31843964
278,IL,156,415,false,false,0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0,false,33675653
279,MS,92,510,false,true,27,233.6,126,39.71,152.9,94,13,262.1,95,11.79,12.8,4,3.46,1,false,6425409
280,MN,151,415,false,true,31,240.7,102,40.92,106.5,96,9.05,195.7,128,8.81,10.6,2,2.86,2,false,24399586
281,OK,78,415,false,false,0,290.5,119,49.39,158.4,75,13.46,255.6,101,11.5,8.6,6,2.32,2,true,29332707
282,TN,102,415,false,false,0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1,true,58267907
283,WV,131,408,false,false,0,155.6,78,26.45,165.2,134,14.04,184.1,89,8.28,8.7,2,2.35,2,false,10943918
284,TN,127,415,true,false,0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15,4,4.05,3,true,4328183
285,FL,100,415,false,false,0,303,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1,true,68462274
286,NH,94,415,false,false,0,114.4,115,19.45,183.9,79,15.63,205.2,78,9.23,5.9,2,1.59,3,false,38951497
287,NY,81,408,false,true,36,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16,2,false,11836699
288,OH,160,415,false,false,0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2,false,57655359
289,NE,100,415,false,false,0,220.3,106,37.45,126.1,124,10.72,242,67,10.89,10.2,1,2.75,3,false,25675505
290,WV,78,510,false,true,26,189,98,32.13,191.7,67,16.29,217,68,9.76,11.3,3,3.05,0,false,38228987
291,NV,139,510,true,false,0,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84,3,false,25022997
292,CT,88,415,false,false,0,168.8,141,28.7,211.5,129,17.98,86.9,92,3.91,10.5,7,2.84,3,false,32456881
293,KS,152,408,false,true,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1,false,52083441
294,VA,144,415,false,false,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2,0,false,311696017
295,ID,45,510,true,true,40,179,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3,false,54303367
296,NH,127,415,true,false,0,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46,1,true,59751172
297,ND,102,510,false,false,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3,2,false,14545974
298,AR,49,408,true,true,32,176.9,118,30.07,227,121,19.3,204.4,115,9.2,15.1,3,4.08,3,true,54109558
299,MA,36,415,false,false,0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2,false,23992886
300,WI,13,510,false,false,0,167.4,117,28.46,223.5,102,19,215.8,108,9.71,9,3,2.43,1,false,22410708
301,AL,151,408,false,true,27,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49,0,false,53443677
302,WV,111,408,false,false,0,171.5,108,29.16,204.4,106,17.37,238.8,90,10.75,10.7,4,2.89,3,false,30119952
303,CO,135,415,true,false,0,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3,2,false,59574442
304,VA,114,415,false,true,34,114.5,64,19.47,229.3,84,19.49,288.8,68,13,10.4,16,2.81,0,false,54341003
305,NH,122,415,false,true,34,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89,2,false,24899684
306,TN,89,415,false,false,0,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54,0,true,37675451
307,UT,96,415,false,false,0,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9,2,2.43,2,false,50062082
308,MA,106,408,false,false,0,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11,4,2.97,2,false,40738601
309,KY,122,415,false,false,0,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89,0,false,24947061
310,WY,87,415,false,true,16,257.4,91,43.76,232,101,19.72,143.2,73,6.44,14.7,2,3.97,1,false,27139807
311,DE,145,415,false,false,0,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83,5,false,27792506
312,MI,136,415,false,true,24,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11,6,2.97,0,false,50056993
313,WY,111,408,false,false,0,165.5,72,28.14,228.9,73,19.46,169.7,103,7.64,9.7,6,2.62,2,false,24444143
314,MN,167,415,true,false,0,143.7,108,24.43,75.6,111,6.43,217.9,99,9.81,9.9,4,2.67,0,false,57273419
315,WY,88,408,false,false,0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0,false,32370108
316,NY,131,415,false,false,0,264.2,118,44.91,180,89,15.3,223.9,104,10.08,10.7,1,2.89,2,false,23970569
317,NH,90,408,false,false,0,192.1,80,32.66,269.3,125,22.89,259.6,97,11.68,11.7,4,3.16,2,false,14536841
318,DE,95,415,false,false,0,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38,1,false,32278921
319,NJ,42,408,false,true,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1,false,55478028
320,IA,69,510,false,false,0,170.7,98,29.02,111.6,109,9.49,171.5,107,7.72,4.8,7,1.3,3,false,54637418
321,OR,99,408,false,false,0,221,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27,0,false,9319245
322,PA,72,415,false,false,0,180,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0,false,27165570
323,MI,88,415,false,true,14,298.8,92,50.8,207.3,86,17.62,257.9,65,11.61,11.9,4,3.21,5,false,31458094
324,FL,113,415,false,false,0,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67,1,true,58414913
325,PA,142,408,true,true,23,102.2,103,17.37,229.7,110,19.52,176.3,100,7.93,9,4,2.43,1,false,22666937
326,WV,3,408,false,false,0,182.9,87,31.09,172.1,103,14.63,233.1,89,10.49,12.1,3,3.27,4,false,17942244
327,NE,23,415,false,false,0,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86,4,true,53610812
328,WI,75,415,false,false,0,184.8,126,31.42,198.6,103,16.88,103,90,4.64,8.3,3,2.24,1,false,25182270
329,FL,151,415,false,false,0,175.7,91,29.87,152.3,127,12.95,140,88,6.3,10.7,10,2.89,1,false,55466346
330,TX,91,415,false,false,0,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78,1,false,17415225
331,MS,78,510,false,false,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0,0,0,3,false,25135880
332,FL,98,408,false,false,0,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92,3,false,3687464
333,WV,166,408,false,true,41,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11,5,2.97,5,true,58148701
334,SC,78,415,false,false,0,131.4,98,22.34,189.9,95,16.14,147.4,83,6.63,11.2,2,3.02,2,false,31700263
335,GA,69,408,false,false,0,215.9,122,36.7,270.3,114,22.98,301.8,129,13.58,6.1,5,1.65,4,true,303989776
336,GA,122,408,false,false,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2,false,24137234
337,MT,138,415,false,false,0,216,106,36.72,207.6,110,17.65,180,102,8.1,11.2,4,3.02,0,false,25556895
338,HI,19,510,false,true,34,206.4,111,35.09,229.7,118,19.52,156.7,81,7.05,11.8,10,3.19,3,false,25287467
339,HI,141,510,false,false,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3,3,false,52647518
340,MA,79,408,false,true,27,192.3,125,32.69,147.3,108,12.52,215,97,9.67,7.8,4,2.11,1,false,69838993
341,NH,171,415,false,false,0,262.1,78,44.56,171.6,113,14.59,208.7,100,9.39,5.3,3,1.43,0,false,10283034
342,AL,51,415,false,false,0,41.2,106,7,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0,false,2701910
343,AZ,114,510,false,false,0,326.1,119,55.44,161,105,13.69,220.1,129,9.9,11,3,2.97,1,true,38307559
344,NC,98,510,false,false,0,167,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4,1,false,33415829
345,MT,94,510,false,false,0,210.2,95,35.73,191.2,87,16.25,150.8,111,6.79,9.4,3,2.54,2,false,3568235
346,NV,100,415,false,true,39,204.9,74,34.83,210.2,80,17.87,168.8,89,7.6,11.2,4,3.02,2,false,25783945
347,SC,125,510,false,false,0,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27,1,false,802793
348,VA,81,510,false,false,0,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35,2,false,314404104
349,AR,154,408,false,false,0,283.6,115,48.21,181.3,103,15.41,306.1,60,13.77,8.8,5,2.38,0,true,59096214
350,DC,91,408,false,false,0,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35,2,false,25596529
351,RI,94,415,false,false,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1,false,7086275
352,WV,57,415,false,false,0,167.1,103,28.41,188.4,112,16.01,111.4,74,5.01,9.1,2,2.46,1,false,37527496
353,ME,140,510,false,false,0,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94,0,false,25068438
354,AL,64,510,false,false,0,297.8,88,50.63,196,89,16.66,213.7,107,9.62,12,2,3.24,1,true,22589675
355,NC,52,408,true,false,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1,false,24356495
356,MT,117,415,false,false,0,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78,0,true,27257963
357,TN,119,415,false,false,0,130.5,98,22.19,249.5,91,21.21,219.9,117,9.9,12.7,1,3.43,3,false,32001554
358,LA,85,510,false,false,0,133.3,107,22.66,185,101,15.73,289,99,13.01,9.1,4,2.46,3,false,24540320
359,SC,92,510,false,false,0,183.7,103,31.23,270.6,97,23,132.9,104,5.98,11.2,2,3.02,0,false,312998768
360,IN,116,415,false,false,0,271,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7,5,true,50938190
361,IA,163,510,false,false,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0,false,6818926
362,NJ,88,510,false,false,0,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08,2,false,54903356
363,AK,83,415,false,false,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1,false,593111
364,GA,117,510,false,false,0,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75,1,false,1496512
365,LA,90,408,false,false,0,140.8,109,23.94,303,114,25.76,267.4,112,12.03,14.1,1,3.81,0,false,22415970
366,MI,137,415,false,false,0,137.5,102,23.38,176,98,14.96,210.6,88,9.48,10.4,6,2.81,0,false,52207735
367,FL,112,415,false,false,0,115.9,81,19.7,199.7,100,16.97,249.3,111,11.22,10,4,2.7,1,false,34104679
368,UT,52,408,false,false,0,288.2,108,48.99,129.6,136,11.02,229.6,73,10.33,9.6,5,2.59,4,false,309939429
369,MT,173,510,false,true,20,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59,1,false,28538312
370,OR,3,510,false,false,0,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59,3,true,28638369
371,AL,120,415,false,true,27,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3,1,false,316760891
372,AR,132,415,false,false,0,99,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1,false,51338788
373,MD,101,408,false,false,0,155.4,71,26.42,84,122,7.14,229.1,97,10.31,5.8,1,1.57,1,false,8991556
374,ND,58,408,false,false,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15,9,4.05,3,false,25279555
375,NH,74,510,false,false,0,233.6,72,39.71,168,103,14.28,276.3,71,12.43,6.3,2,1.7,2,false,29541810
376,ID,113,408,false,false,0,210.2,109,35.73,199.4,81,16.95,173.3,94,7.8,9.9,4,2.67,3,false,29357407
377,MS,132,510,false,false,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3,false,33754003
378,KS,24,510,false,true,41,187.1,80,31.81,286.1,77,24.32,188,107,8.46,10.4,2,2.81,1,false,24351868
379,CT,127,408,false,false,0,155.8,91,26.49,103.7,85,8.81,117.2,125,5.27,8.6,3,2.32,2,false,32131898
380,NJ,85,510,false,false,0,232.1,130,39.46,150.7,75,12.81,253.9,77,11.43,13,3,3.51,0,false,57467615
381,SC,59,415,false,false,0,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84,3,false,904268
382,NH,15,415,true,false,0,224.3,85,38.13,166.3,79,14.14,187,117,8.41,11.7,3,3.16,1,false,38279345
383,VA,113,408,false,true,30,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02,2,false,58894601
384,CO,43,415,false,false,0,184.8,114,31.42,130.6,131,11.1,175,69,7.88,8,9,2.16,0,false,56696453
385,FL,185,510,false,true,24,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32,5,true,24168759
386,AZ,127,415,false,false,0,145,106,24.65,230.3,99,19.58,164.9,103,7.42,12.7,3,3.43,1,false,32762957
387,OR,69,415,false,false,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0,false,33517871
388,TX,102,510,false,false,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1,false,57499196
389,MD,126,510,false,false,0,184.5,56,31.37,197.7,91,16.8,242.3,74,10.9,11.2,3,3.02,2,false,13763271
390,WV,137,415,false,false,0,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78,2,false,36189249
391,GA,80,408,false,false,0,142.9,70,24.29,221.6,83,18.84,121.4,111,5.46,15.2,4,4.1,1,false,23855638
392,VA,86,415,false,false,0,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08,0,false,59756973
393,NE,120,415,false,true,40,222.2,80,37.77,223.1,84,18.96,164,65,7.38,12.1,3,3.27,1,false,17217233
394,TX,85,408,false,true,21,219.3,132,37.28,218.2,105,18.55,267.6,95,12.04,15.7,2,4.24,2,false,59209197
395,VA,103,415,false,false,0,230.2,100,39.13,174.1,100,14.8,194.1,112,8.73,9,11,2.43,2,false,33013640
396,DC,53,415,false,true,22,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6,2,1.62,0,false,22672083
397,NE,115,415,true,false,0,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43,0,false,24975104
398,MS,116,408,true,false,0,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84,1,false,47725536
399,TN,93,510,false,true,23,196,91,33.32,156.3,107,13.29,200.5,68,9.02,15.3,2,4.13,1,false,24982563
400,ID,106,510,false,false,0,160.8,73,27.34,170.4,112,14.48,249.2,131,11.21,7.2,3,1.94,1,false,27991819
401,KS,92,510,false,false,0,325.4,73,55.32,127.8,100,10.86,209.9,98,9.45,9.3,10,2.51,1,true,28088094
402,NM,110,415,false,false,0,198.2,92,33.69,147.1,97,12.5,199.6,76,8.98,16.5,4,4.46,4,false,28925048
403,WV,122,415,true,false,0,168.8,86,28.7,237.6,98,20.2,204.3,94,9.19,5.3,9,1.43,1,false,313750929
404,AL,82,415,false,false,0,273.8,99,46.55,123.8,110,10.52,147.7,61,6.65,6.9,4,1.86,2,false,58459793
405,CO,71,415,false,false,0,217.7,114,37.01,182,105,15.47,113.5,87,5.11,8.5,10,2.3,4,false,21468707
406,NJ,91,415,false,false,0,93.5,110,15.9,213.3,79,18.13,171.7,83,7.73,8.9,4,2.4,4,true,51541944
407,ID,109,415,false,false,0,195.4,104,33.22,204.9,91,17.42,230.2,95,10.36,14,4,3.78,0,false,25456351
408,WA,126,510,false,true,42,247.8,96,42.13,159.1,98,13.52,201.8,73,9.08,10.6,3,2.86,2,false,309753697
409,DC,98,415,false,false,0,162.5,81,27.63,159.2,114,13.53,157.2,97,7.07,9.7,1,2.62,2,false,27366681
410,TX,98,510,false,false,0,86.1,78,14.64,222.7,130,18.93,155,124,6.98,9,7,2.43,0,false,14908727
411,HI,78,408,false,false,0,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86,0,false,34130518
412,LA,44,510,false,false,0,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65,0,false,53312575
413,MD,60,510,false,false,0,190.8,100,32.44,196,85,16.66,151.7,110,6.83,9.9,9,2.67,0,false,25128661
414,MN,113,408,false,false,0,198.6,115,33.76,258,106,21.93,245.8,104,11.06,10.2,6,2.75,1,true,56649320
415,RI,101,415,false,false,0,176.5,105,30.01,198.6,136,16.88,210.2,150,9.46,7.7,5,2.08,0,false,38733911
416,PA,147,415,false,false,0,188.3,80,32.01,214.7,123,18.25,218,89,9.81,10.2,4,2.75,2,false,51558211
417,NV,21,510,false,false,0,197.6,105,33.59,206.4,88,17.54,169.6,143,7.63,9.6,2,2.59,3,false,25567264
418,ND,141,415,false,false,0,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12,9,3.24,1,false,2942696
419,MO,87,510,false,false,0,261,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4,false,51165645
420,OH,69,415,false,false,0,209.6,94,35.63,193.1,106,16.41,239.9,90,10.8,12.4,4,3.35,0,false,320798770
421,UT,169,408,false,false,0,157.8,96,26.83,160,120,13.6,198.8,112,8.95,13.7,6,3.7,3,false,3074432
422,DE,102,408,false,false,0,245.4,82,41.72,260.3,124,22.13,195.1,82,8.78,10.5,3,2.84,3,true,25343732
423,CT,174,415,false,false,0,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11,5,2.97,2,false,28523389
424,TN,53,510,false,false,0,100.2,85,17.03,213.8,90,18.17,299.8,67,13.49,7.7,4,2.08,3,false,11483260
425,NH,44,510,false,true,25,152.9,106,25.99,205.5,147,17.47,247.3,107,11.13,8,5,2.16,1,false,12359097
426,ID,89,415,false,true,15,274,83,46.58,192.2,97,16.34,125.9,141,5.67,11.9,2,3.21,0,false,69887859
427,NH,116,415,false,false,0,215.6,127,36.65,105.5,110,8.97,291.7,80,13.13,11.2,7,3.02,3,false,16827685
428,LA,143,415,false,false,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0,false,8106791
429,VA,78,415,true,true,20,252.8,102,42.98,217.6,105,18.5,107.3,93,4.83,11.2,3,3.02,0,false,59165621
430,ID,93,415,false,false,0,216.2,100,36.75,182.8,136,15.54,237.9,66,10.71,7.8,3,2.11,2,false,37540143
431,VA,106,408,false,false,0,165.1,120,28.07,290.2,79,24.67,250.3,140,11.26,8.1,2,2.19,0,false,15437916
432,AL,116,408,false,false,0,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35,2,false,54928858
433,VT,42,415,false,false,0,217.2,122,36.92,303.2,58,25.77,147.3,114,6.63,14,4,3.78,2,false,54638549
434,MS,173,415,false,false,0,82.1,75,13.96,201.2,95,17.1,206.7,146,9.3,9.6,2,2.59,1,false,41793951
435,HI,80,510,false,false,0,157.1,77,26.71,302,69,25.67,317.9,159,14.31,15.6,4,4.21,0,false,38527370
436,OH,70,510,false,true,23,205.5,95,34.94,224.3,80,19.07,196.1,76,8.82,9.7,4,2.62,1,false,28557163
437,MO,162,415,true,false,0,147.6,126,25.09,284.1,84,24.15,170.2,87,7.66,8.1,7,2.19,0,true,310924113
438,NY,112,510,false,false,0,172.1,73,29.26,228,136,19.38,269.4,96,12.12,14.1,3,3.81,2,false,306721341
